subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance
A15EZJS1DROADE,1.3,13,1,F.1.UG,F.1.UG,-2.677619051,filler,filler,filler,filler
A1948V3S82RNX5,1.2,17,1,F.1.UG,F.1.UG,-1.188566717,filler,filler,filler,filler
A19P3BIPW6UMQ9,1.2,17,2,F.1.UG,F.1.UG,-1.012792092,filler,filler,filler,filler
A1BZDH1VJJK97V,1.1,26,2,F.1.UG,F.1.UG,-1.148200576,filler,filler,filler,filler
A1CE3DR200PXSS,1.2,17,1,F.1.UG,F.1.UG,-1.285707861,filler,filler,filler,filler
A1CM612SSQU5L,1.2,17,1,F.1.UG,F.1.UG,-1.503515667,filler,filler,filler,filler
A1HAVPMOU2M5PY,1.4,54,7,F.1.UG,F.1.UG,1.2314092,filler,filler,filler,filler
A1J98D0GPAKZN4,1.4,54,1,F.1.UG,F.1.UG,-1.471889011,filler,filler,filler,filler
A1K9WP8Q74E9G2,1.1,26,1,F.1.UG,F.1.UG,-1.222504619,filler,filler,filler,filler
A1M852SY36DON7,1.3,13,1,F.1.UG,F.1.UG,-1.261022896,filler,filler,filler,filler
A1MDT1W0O9A4H1,1.3,13,1,F.1.UG,F.1.UG,-0.886240278,filler,filler,filler,filler
A1NK6UXWXKFMC7,1.1,26,2,F.1.UG,F.1.UG,-1.170580383,filler,filler,filler,filler
A1QKX5CZJQONP,1.4,54,2,F.1.UG,F.1.UG,-1.007313498,filler,filler,filler,filler
A1SQMNG9DFY7FH,1.3,13,1,F.1.UG,F.1.UG,-1.567159363,filler,filler,filler,filler
A1THS7D4TNY4CR,1.3,13,1,F.1.UG,F.1.UG,-1.041401869,filler,filler,filler,filler
A1VSHM4NLZ705D,1.4,54,1,F.1.UG,F.1.UG,-0.962245252,filler,filler,filler,filler
A1WP410YX2JBKI,1.2,17,2,F.1.UG,F.1.UG,-2.111641627,filler,filler,filler,filler
A233ONYNWKDIYF,1.4,54,1,F.1.UG,F.1.UG,-1.197977096,filler,filler,filler,filler
A263S59PIYRBDO,1.3,13,1,F.1.UG,F.1.UG,-1.709646639,filler,filler,filler,filler
A28JXW5YZJDNK4,1.2,17,2,F.1.UG,F.1.UG,-0.842082307,filler,filler,filler,filler
A2GI2J0X6XKOPT,1.1,26,1,F.1.UG,F.1.UG,-0.925071218,filler,filler,filler,filler
A2J7PEUIO2WVUN,1.2,17,1,F.1.UG,F.1.UG,-1.291570771,filler,filler,filler,filler
A2M5VW97GIYLHB,1.2,17,2,F.1.UG,F.1.UG,-1.076196333,filler,filler,filler,filler
A2NRW37D7QPLRE,1.4,54,1,F.1.UG,F.1.UG,-1.290999425,filler,filler,filler,filler
A2OZYT2ECPT2XU,1.2,17,1,F.1.UG,F.1.UG,-1.21987803,filler,filler,filler,filler
A2PCVB3ZVRHUNW,1.4,54,1,F.1.UG,F.1.UG,-1.335063715,filler,filler,filler,filler
A2PQHWG79HDCX6,1.4,54,1,F.1.UG,F.1.UG,-1.197358575,filler,filler,filler,filler
A2RDTTBASNV2XF,1.1,26,1,F.1.UG,F.1.UG,-0.812309977,filler,filler,filler,filler
A2UZQ035V9POIA,1.1,26,2,F.1.UG,F.1.UG,-1.061371984,filler,filler,filler,filler
A2WVRLFUYWHGKA,1.2,17,3,F.1.UG,F.1.UG,-0.722332448,filler,filler,filler,filler
A2Y831RL41QACN,1.1,26,2,F.1.UG,F.1.UG,-1.335561049,filler,filler,filler,filler
A3209D1227UCYP,1.2,17,1,F.1.UG,F.1.UG,-1.249371769,filler,filler,filler,filler
A32FEQZPN9GQ2L,1.2,17,1,F.1.UG,F.1.UG,-1.73011782,filler,filler,filler,filler
A344PJ1S7Q9O4C,1.1,26,3,F.1.UG,F.1.UG,-0.892916512,filler,filler,filler,filler
A35R4APHZXD833,1.4,54,7,F.1.UG,F.1.UG,0.839064316,filler,filler,filler,filler
A37FR57D4F0Q87,1.1,26,1,F.1.UG,F.1.UG,-1.532558574,filler,filler,filler,filler
A37I58C4258IPX,1.3,13,1,F.1.UG,F.1.UG,-1.690471567,filler,filler,filler,filler
A3CQZVJVN8AVQ8,1.1,26,1,F.1.UG,F.1.UG,-1.388346784,filler,filler,filler,filler
A3EYWJCIO1MG9W,1.4,54,2,F.1.UG,F.1.UG,-1.06821331,filler,filler,filler,filler
A3G7NL91BRY9JL,1.3,13,1,F.1.UG,F.1.UG,-1.527013656,filler,filler,filler,filler
A3HN5JC841NDWK,1.3,13,1,F.1.UG,F.1.UG,-1.505567097,filler,filler,filler,filler
A3IVKWYOH27D61,1.1,26,1,F.1.UG,F.1.UG,-0.97183877,filler,filler,filler,filler
A3JFM7PRPF0G5H,1.3,13,1,F.1.UG,F.1.UG,-1.419679142,filler,filler,filler,filler
A3KCUB6P3IE8NL,1.2,17,2,F.1.UG,F.1.UG,-1.493207512,filler,filler,filler,filler
A3V33XEK4JWVH8,1.4,54,1,F.1.UG,F.1.UG,-1.566213298,filler,filler,filler,filler
A9T5V1H64MQBM,1.1,26,1,F.1.UG,F.1.UG,-1.125054148,filler,filler,filler,filler
ACFBUSLSNUGRU,1.3,13,1,F.1.UG,F.1.UG,-1.381606515,filler,filler,filler,filler
AD8VVYGP4LRKG,1.2,17,1,F.1.UG,F.1.UG,-1.306758116,filler,filler,filler,filler
AD8ZUKPJT9E6,1.3,13,1,F.1.UG,F.1.UG,-1.158479431,filler,filler,filler,filler
ALUJFL3QDRROH,1.1,26,3,F.1.UG,F.1.UG,-0.907911598,filler,filler,filler,filler
AMN2BRHBYE4G1,1.3,13,5,F.1.UG,F.1.UG,0.224214242,filler,filler,filler,filler
AND6DQZ62U6VV,1.3,13,1,F.1.UG,F.1.UG,-1.482419975,filler,filler,filler,filler
APGX2WZ59OWDN,1.4,54,1,F.1.UG,F.1.UG,-1.038255252,filler,filler,filler,filler
AQC0SZA1E9QO7,1.1,26,2,F.1.UG,F.1.UG,-1.118537993,filler,filler,filler,filler
AUN8AE8UCO3MD,1.4,54,1,F.1.UG,F.1.UG,-1.974997406,filler,filler,filler,filler
A11NPNK8885N99,2.3,28,1,F.1.UG,F.1.UG,-1.2254252,filler,filler,filler,filler
A15BW2CIPHVPG4,2.3,28,3,F.1.UG,F.1.UG,-1.119904837,filler,filler,filler,filler
A15NQQ77E3QJ3V,2.1,10,2,F.1.UG,F.1.UG,-0.771004231,filler,filler,filler,filler
A19P3BIPW6UMQ9,2.4,44,1,F.1.UG,F.1.UG,-1.235597983,filler,filler,filler,filler
A1BNQ6H4SJZ2X5,2.4,44,1,F.1.UG,F.1.UG,-1.117683537,filler,filler,filler,filler
A1ET164AZEK2LI,2.1,10,1,F.1.UG,F.1.UG,-1.008354783,filler,filler,filler,filler
A1F8MOWCCVDIH2,2.1,10,1,F.1.UG,F.1.UG,-1.240873831,filler,filler,filler,filler
A1FGN2JF4LCF9B,2.3,28,1,F.1.UG,F.1.UG,-1.15638716,filler,filler,filler,filler
A1HAVPMOU2M5PY,2.1,10,1,F.1.UG,F.1.UG,-1.629339127,filler,filler,filler,filler
A1J98D0GPAKZN4,2.2,43,2,F.1.UG,F.1.UG,-0.733338111,filler,filler,filler,filler
A1Q8L9UA8SAPIQ,2.3,28,1,F.1.UG,F.1.UG,-1.206577161,filler,filler,filler,filler
A1SFABJ4NX5DFY,2.4,44,1,F.1.UG,F.1.UG,-1.028835328,filler,filler,filler,filler
A1T2F28RSW49J,2.1,10,2,F.1.UG,F.1.UG,-1.202967222,filler,filler,filler,filler
A1WP410YX2JBKI,2.1,10,3,F.1.UG,F.1.UG,-1.116846486,filler,filler,filler,filler
A1XIFPI36695GY,2.1,10,2,F.1.UG,F.1.UG,-2.441455543,filler,filler,filler,filler
A208YGD0HZC8H0,2.3,28,1,F.1.UG,F.1.UG,-1.492896255,filler,filler,filler,filler
A233ONYNWKDIYF,2.3,28,1,F.1.UG,F.1.UG,-0.906112781,filler,filler,filler,filler
A24WNVISY6M620,2.3,28,1,F.1.UG,F.1.UG,-1.011341407,filler,filler,filler,filler
A25CAT0W9W97Z8,2.1,10,1,F.1.UG,F.1.UG,-1.590011682,filler,filler,filler,filler
A2A07J1P6YEW6Z,2.3,28,2,F.1.UG,F.1.UG,-0.920215569,filler,filler,filler,filler
A2CAN3PX6U6W72,2.2,43,2,F.1.UG,F.1.UG,-0.91812961,filler,filler,filler,filler
A2E3TO92MCQ9XU,2.4,44,1,F.1.UG,F.1.UG,-1.274870802,filler,filler,filler,filler
A2FOOH1EVIHX61,2.2,43,1,F.1.UG,F.1.UG,-1.323224715,filler,filler,filler,filler
A2IGLJGPDP2EWF,2.2,43,3,F.1.UG,F.1.UG,-0.779563344,filler,filler,filler,filler
A2Y0ZGI29KQBTB,2.2,43,1,F.1.UG,F.1.UG,-2.228685847,filler,filler,filler,filler
A2YYQJ3JWA2KGD,2.4,44,2,F.1.UG,F.1.UG,-1.220043646,filler,filler,filler,filler
A35N6YG5PP56QP,2.4,44,1,F.1.UG,F.1.UG,-1.291074427,filler,filler,filler,filler
A35Z1QH3JQEZG6,2.4,44,1,F.1.UG,F.1.UG,-1.032949324,filler,filler,filler,filler
A36SM7QM8OK3H6,2.1,10,1,F.1.UG,F.1.UG,-1.010704183,filler,filler,filler,filler
A37WXDYYT7RCZ0,2.2,43,2,F.1.UG,F.1.UG,-0.984617665,filler,filler,filler,filler
A3A4ELRGUYNNS8,2.1,10,1,F.1.UG,F.1.UG,-1.242495723,filler,filler,filler,filler
A3C88E6J3G8PRR,2.1,10,1,F.1.UG,F.1.UG,-1.481595516,filler,filler,filler,filler
A3EJ44J2ZNRMDA,2.4,44,1,F.1.UG,F.1.UG,-1.135594421,filler,filler,filler,filler
A3G9MSZVWB7W42,2.3,28,1,F.1.UG,F.1.UG,-0.881595907,filler,filler,filler,filler
A3HOZA7QXYKN5Y,2.2,43,1,F.1.UG,F.1.UG,-2.494997201,filler,filler,filler,filler
A3IAP88BTRWWCR,2.3,28,1,F.1.UG,F.1.UG,-1.650848038,filler,filler,filler,filler
A3JZS32RQUWGJM,2.4,44,1,F.1.UG,F.1.UG,-1.537623486,filler,filler,filler,filler
A3KCUB6P3IE8NL,2.2,43,2,F.1.UG,F.1.UG,-1.199579471,filler,filler,filler,filler
A3LBJ8DCJB86TD,2.2,43,1,F.1.UG,F.1.UG,-0.716116963,filler,filler,filler,filler
A3MZ9RQJX9T656,2.4,44,2,F.1.UG,F.1.UG,-1.123642246,filler,filler,filler,filler
A3Q45OPFL3R49,2.4,44,1,F.1.UG,F.1.UG,-1.174933277,filler,filler,filler,filler
A3RLCGRXA34GC0,2.3,28,2,F.1.UG,F.1.UG,-1.257386827,filler,filler,filler,filler
A3S5L3I8O3Q2G,2.2,43,1,F.1.UG,F.1.UG,-0.989603338,filler,filler,filler,filler
A3T3JF9YX6ICL7,2.4,44,1,F.1.UG,F.1.UG,-0.983054492,filler,filler,filler,filler
A9AYICE1E4D87,2.3,28,1,F.1.UG,F.1.UG,-1.217122309,filler,filler,filler,filler
AD317NO9623GZ,2.2,43,1,F.1.UG,F.1.UG,-1.55497033,filler,filler,filler,filler
ADQKTG5B8ZW1G,2.3,28,1,F.1.UG,F.1.UG,-1.111133031,filler,filler,filler,filler
AGST3CO6UUSF8,2.1,10,3,F.1.UG,F.1.UG,-0.699702318,filler,filler,filler,filler
AIR4UQNPIMFCJ,2.4,44,1,F.1.UG,F.1.UG,-1.328253969,filler,filler,filler,filler
AJVHIAAVCY4HI,2.2,43,1,F.1.UG,F.1.UG,-1.712385974,filler,filler,filler,filler
AKG7VBOY97HKA,2.4,44,1,F.1.UG,F.1.UG,-1.069225534,filler,filler,filler,filler
AO7FM98CP90CL,2.3,28,1,F.1.UG,F.1.UG,-1.168055823,filler,filler,filler,filler
APGX2WZ59OWDN,2.1,10,1,F.1.UG,F.1.UG,-0.997869052,filler,filler,filler,filler
APWXTMJO1I1ST,2.1,10,1,F.1.UG,F.1.UG,-0.659197558,filler,filler,filler,filler
AYG3MF094634L,2.2,43,3,F.1.UG,F.1.UG,-1.976059128,filler,filler,filler,filler
A1159C6RKPZURE,3.3,20,4,F.1.UG,F.1.UG,-0.226436813,filler,filler,filler,filler
A13E3C65NKK51I,3.3,20,4,F.1.UG,F.1.UG,-1.123921592,filler,filler,filler,filler
A1650FELH3UL2F,3.1,45,1,F.1.UG,F.1.UG,-1.149142081,filler,filler,filler,filler
A18ACKRAVMM8D8,3.3,20,1,F.1.UG,F.1.UG,-1.142426127,filler,filler,filler,filler
A19P3BIPW6UMQ9,3.4,35,2,F.1.UG,F.1.UG,-0.829670688,filler,filler,filler,filler
A1A7O3TW2O0TPM,3.3,20,2,F.1.UG,F.1.UG,-0.897239982,filler,filler,filler,filler
A1D6R2BC4CW1L3,3.1,45,1,F.1.UG,F.1.UG,-1.193504307,filler,filler,filler,filler
A1EWQ6YCM8CO0E,3.1,45,1,F.1.UG,F.1.UG,-1.054496809,filler,filler,filler,filler
A1NK6UXWXKFMC7,3.3,20,1,F.1.UG,F.1.UG,-2.032699715,filler,filler,filler,filler
A1PV8FC3TVZ4Y4,3.1,45,2,F.1.UG,F.1.UG,-1.411803128,filler,filler,filler,filler
A1R7CJMWXC79UO,3.4,35,2,F.1.UG,F.1.UG,-1.118018832,filler,filler,filler,filler
A1WP410YX2JBKI,3.3,20,4,F.1.UG,F.1.UG,-0.446738594,filler,filler,filler,filler
A1YZJ7OO7Q2D89,3.1,45,1,F.1.UG,F.1.UG,-1.770481308,filler,filler,filler,filler
A1ZM09IY4FG9O4,3.1,45,1,F.1.UG,F.1.UG,-1.962450197,filler,filler,filler,filler
A231ZXYHPSNUJQ,3.3,20,1,F.1.UG,F.1.UG,-0.805309064,filler,filler,filler,filler
A24853ZOYPYMX5,3.1,45,1,F.1.UG,F.1.UG,-1.097220781,filler,filler,filler,filler
A28GQ44QN9DIH1,3.3,20,1,F.1.UG,F.1.UG,-0.946911603,filler,filler,filler,filler
A28JXW5YZJDNK4,3.4,35,5,F.1.UG,F.1.UG,0.339425169,filler,filler,filler,filler
A2AOII8TNC874D,3.1,45,2,F.1.UG,F.1.UG,-0.874090165,filler,filler,filler,filler
A2HBQP668JPNYH,3.2,13,3,F.1.UG,F.1.UG,-1.354385371,filler,filler,filler,filler
A2J7PEUIO2WVUN,3.3,20,1,F.1.UG,F.1.UG,-1.264929268,filler,filler,filler,filler
A2NVNTNQ6KH6JR,3.4,35,2,F.1.UG,F.1.UG,-1.300243473,filler,filler,filler,filler
A2OZTBCBOCHF9E,3.4,35,2,F.1.UG,F.1.UG,-0.822047998,filler,filler,filler,filler
A2RDTTBASNV2XF,3.2,13,1,F.1.UG,F.1.UG,-0.809614233,filler,filler,filler,filler
A2SHOFSQGLTOCE,3.2,13,3,F.1.UG,F.1.UG,-0.958050263,filler,filler,filler,filler
A2ULSKF43PA60E,3.1,45,1,F.1.UG,F.1.UG,-1.873741651,filler,filler,filler,filler
A2Z70GL7HTFFQR,3.1,45,2,F.1.UG,F.1.UG,-1.330218102,filler,filler,filler,filler
A3209D1227UCYP,3.1,45,1,F.1.UG,F.1.UG,-1.138316359,filler,filler,filler,filler
A32YLOYZB8WIAR,3.4,35,1,F.1.UG,F.1.UG,-1.193507102,filler,filler,filler,filler
A36SM7QM8OK3H6,3.2,13,1,F.1.UG,F.1.UG,-1.161927767,filler,filler,filler,filler
A38E9ET5TC41WD,3.4,35,1,F.1.UG,F.1.UG,-1.273546064,filler,filler,filler,filler
A38QM2WVQ7O9MF,3.2,13,1,F.1.UG,F.1.UG,-1.440150531,filler,filler,filler,filler
A3B6TW0WPGVR21,3.3,20,1,F.1.UG,F.1.UG,-1.769491309,filler,filler,filler,filler
A3IA77UHAVA83X,3.2,13,2,F.1.UG,F.1.UG,-1.929727464,filler,filler,filler,filler
A3O81LHBBI8NPK,3.2,13,1,F.1.UG,F.1.UG,-1.589616847,filler,filler,filler,filler
A3Q0XAGQ7TD7MP,3.3,20,1,F.1.UG,F.1.UG,-1.325089273,filler,filler,filler,filler
A3QXS3HZUA974I,3.1,45,1,F.1.UG,F.1.UG,-1.604522318,filler,filler,filler,filler
A3UMKT8RU5J7DJ,3.1,45,2,F.1.UG,F.1.UG,-1.180763663,filler,filler,filler,filler
A416CQ0FIDNFT,3.1,45,1,F.1.UG,F.1.UG,-1.04554612,filler,filler,filler,filler
A6C4QNQZ1QTUG,3.4,35,1,F.1.UG,F.1.UG,-1.402152732,filler,filler,filler,filler
A6IVYRP8FAIS,3.4,35,2,F.1.UG,F.1.UG,-0.857416809,filler,filler,filler,filler
A80VSGAD9H8VE,3.4,35,1,F.1.UG,F.1.UG,-1.107224912,filler,filler,filler,filler
ABQES53HKWCT6,3.2,13,1,F.1.UG,F.1.UG,-1.684418158,filler,filler,filler,filler
AC8VAHNQWM5NR,3.3,20,2,F.1.UG,F.1.UG,-1.198926688,filler,filler,filler,filler
ACOKFBC75D5OR,3.4,35,1,F.1.UG,F.1.UG,-1.636410731,filler,filler,filler,filler
ADGWHP22G76ZI,3.4,35,1,F.1.UG,F.1.UG,-1.164031672,filler,filler,filler,filler
ADQKTG5B8ZW1G,3.4,35,1,F.1.UG,F.1.UG,-1.170580383,filler,filler,filler,filler
AHV4U78TUUDKI,3.4,35,2,F.1.UG,F.1.UG,-0.901204015,filler,filler,filler,filler
AMN2BRHBYE4G1,3.3,20,1,F.1.UG,F.1.UG,-1.530734235,filler,filler,filler,filler
AP2SSDSD7WRSG,3.2,13,1,F.1.UG,F.1.UG,-1.660100199,filler,filler,filler,filler
APGX2WZ59OWDN,3.2,13,1,F.1.UG,F.1.UG,-1.046484202,filler,filler,filler,filler
AQTC0A8TDXPXM,3.2,13,1,F.1.UG,F.1.UG,-0.867801112,filler,filler,filler,filler
ARXVG4J18XJFE,3.3,20,1,F.1.UG,F.1.UG,-1.081382739,filler,filler,filler,filler
AVU660SAWIUO0,3.2,13,1,F.1.UG,F.1.UG,-1.855170125,filler,filler,filler,filler
AXOR2N1EAFVYF,3.2,13,1,F.1.UG,F.1.UG,-1.092611242,filler,filler,filler,filler
A13BY3F6GEIW82,4.1,38,1,F.1.UG,F.1.UG,-1.159447749,filler,filler,filler,filler
A149ROBL26JWPJ,4.2,27,1,F.1.UG,F.1.UG,-1.909594649,filler,filler,filler,filler
A14U5M64AK4MAR,4.2,27,1,F.1.UG,F.1.UG,-1.175226046,filler,filler,filler,filler
A162XXPF5DXJIF,4.1,38,1,F.1.UG,F.1.UG,-1.525817038,filler,filler,filler,filler
A1835XBNR2UB4X,4.4,24,3,F.1.UG,F.1.UG,-0.557510113,filler,filler,filler,filler
A18N2MIANG9MND,4.2,27,1,F.1.UG,F.1.UG,-1.816593134,filler,filler,filler,filler
A19P3BIPW6UMQ9,4.1,38,2,F.1.UG,F.1.UG,-0.835646756,filler,filler,filler,filler
A1CE3DR200PXSS,4.4,24,1,F.1.UG,F.1.UG,-1.386416094,filler,filler,filler,filler
A1EWQ6YCM8CO0E,4.3,41,1,F.1.UG,F.1.UG,-0.973777449,filler,filler,filler,filler
A1G308BMFISNUS,4.4,24,1,F.1.UG,F.1.UG,-1.128698268,filler,filler,filler,filler
A1HAVPMOU2M5PY,4.2,27,1,F.1.UG,F.1.UG,-1.868290904,filler,filler,filler,filler
A1LTRUIMP3O0HG,4.3,41,2,F.1.UG,F.1.UG,-1.315612531,filler,filler,filler,filler
A1P8F5UBH6KAU2,4.1,38,1,F.1.UG,F.1.UG,-1.074182482,filler,filler,filler,filler
A1Q8L9UA8SAPIQ,4.3,41,2,F.1.UG,F.1.UG,-1.378982882,filler,filler,filler,filler
A1VVTOMG4O0TIE,4.4,24,1,F.1.UG,F.1.UG,-1.351692725,filler,filler,filler,filler
A20A0EM29IJLSK,4.2,27,1,F.1.UG,F.1.UG,-0.974420315,filler,filler,filler,filler
A233ONYNWKDIYF,4.1,38,1,F.1.UG,F.1.UG,-0.892900223,filler,filler,filler,filler
A2GK8NS27GDFCZ,4.1,38,2,F.1.UG,F.1.UG,-1.256475431,filler,filler,filler,filler
A2K9FAOBT66F3U,4.4,24,2,F.1.UG,F.1.UG,-0.934766227,filler,filler,filler,filler
A2NRW37D7QPLRE,4.3,41,1,F.1.UG,F.1.UG,-1.126407053,filler,filler,filler,filler
A2OZTBCBOCHF9E,4.1,38,1,F.1.UG,F.1.UG,-1.092557616,filler,filler,filler,filler
A2PCVB3ZVRHUNW,4.1,38,1,F.1.UG,F.1.UG,-1.081889888,filler,filler,filler,filler
A2UBXHCHM2I6IL,4.3,41,1,F.1.UG,F.1.UG,-1.55188058,filler,filler,filler,filler
A2V6SYSAA0PML1,4.3,41,1,F.1.UG,F.1.UG,-1.242019768,filler,filler,filler,filler
A2WWPL2YX6R0OU,4.1,38,6,F.1.UG,F.1.UG,0.740853657,filler,filler,filler,filler
A2Y0ZGI29KQBTB,4.4,24,1,F.1.UG,F.1.UG,-1.706919734,filler,filler,filler,filler
A3209D1227UCYP,4.3,41,1,F.1.UG,F.1.UG,-1.273971068,filler,filler,filler,filler
A35JKTPDAWB2NW,4.3,41,3,F.1.UG,F.1.UG,-0.538423742,filler,filler,filler,filler
A35Z1QH3JQEZG6,4.2,27,1,F.1.UG,F.1.UG,-1.165204855,filler,filler,filler,filler
A36SM7QM8OK3H6,4.3,41,1,F.1.UG,F.1.UG,-0.938470235,filler,filler,filler,filler
A3BDSG50MR6TCK,4.1,38,2,F.1.UG,F.1.UG,-1.237017721,filler,filler,filler,filler
A3E157ZN8XPUKJ,4.1,38,1,F.1.UG,F.1.UG,-1.054642859,filler,filler,filler,filler
A3ER1TYH4WEDBH,4.2,27,1,F.1.UG,F.1.UG,-1.578652224,filler,filler,filler,filler
A3F1BJR3QXSQE3,4.4,24,1,F.1.UG,F.1.UG,-2.074169093,filler,filler,filler,filler
A3FWFXTCHEX9UM,4.3,41,2,F.1.UG,F.1.UG,-1.753460218,filler,filler,filler,filler
A3G9MSZVWB7W42,4.4,24,1,F.1.UG,F.1.UG,-1.146955624,filler,filler,filler,filler
A3I6HQOL7HCBGI,4.4,24,1,F.1.UG,F.1.UG,-1.16833303,filler,filler,filler,filler
A3LAJ2WEBJQ391,4.4,24,1,F.1.UG,F.1.UG,-1.163664276,filler,filler,filler,filler
A3MAIZOMVSHFZR,4.2,27,2,F.1.UG,F.1.UG,-1.242919068,filler,filler,filler,filler
A3Q0XAGQ7TD7MP,4.2,27,1,F.1.UG,F.1.UG,-1.54805327,filler,filler,filler,filler
A3QH1WW8XBIOC6,4.3,41,4,F.1.UG,F.1.UG,-0.362035294,filler,filler,filler,filler
A3RTROKHB6J9B9,4.2,27,1,F.1.UG,F.1.UG,-1.000217054,filler,filler,filler,filler
A3T7N659X3PGKV,4.4,24,2,F.1.UG,F.1.UG,-1.128358405,filler,filler,filler,filler
A3X6N2OAY5XY8,4.3,41,2,F.1.UG,F.1.UG,-0.905274114,filler,filler,filler,filler
A5IG6AWG6W638,4.3,41,1,F.1.UG,F.1.UG,-1.906425847,filler,filler,filler,filler
A8KX1HFH8NE2Q,4.3,41,1,F.1.UG,F.1.UG,-1.439756158,filler,filler,filler,filler
A9T5V1H64MQBM,4.2,27,1,F.1.UG,F.1.UG,-0.972419576,filler,filler,filler,filler
ACZXP89TIXCUA,4.2,27,1,F.1.UG,F.1.UG,-1.023146483,filler,filler,filler,filler
AFB9N61OMZXCX,4.1,38,1,F.1.UG,F.1.UG,-2.317634262,filler,filler,filler,filler
AFUGKPIYU3OM0,4.2,27,1,F.1.UG,F.1.UG,-1.183415807,filler,filler,filler,filler
AMN2BRHBYE4G1,4.4,24,1,F.1.UG,F.1.UG,-1.166231625,filler,filler,filler,filler
APGX2WZ59OWDN,4.1,38,1,F.1.UG,F.1.UG,-0.959495406,filler,filler,filler,filler
AQKIXZDKXCM7T,4.1,38,4,F.1.UG,F.1.UG,-0.265603368,filler,filler,filler,filler
AQR70X1KIOP6B,4.4,24,2,F.1.UG,F.1.UG,-1.316885244,filler,filler,filler,filler
ASLCXPPN9SV69,4.4,24,1,F.1.UG,F.1.UG,-1.069284515,filler,filler,filler,filler
A15EZJS1DROADE,1.3,27,4,F.10.UG,F.10.UG,-0.900765856,filler,filler,filler,filler
A1948V3S82RNX5,1.2,26,4,F.10.UG,F.10.UG,0.169795245,filler,filler,filler,filler
A19P3BIPW6UMQ9,1.2,26,6,F.10.UG,F.10.UG,1.650989848,filler,filler,filler,filler
A1BZDH1VJJK97V,1.1,20,3,F.10.UG,F.10.UG,-0.677143929,filler,filler,filler,filler
A1CE3DR200PXSS,1.2,26,1,F.10.UG,F.10.UG,-1.285707861,filler,filler,filler,filler
A1CM612SSQU5L,1.2,26,1,F.10.UG,F.10.UG,-1.503515667,filler,filler,filler,filler
A1HAVPMOU2M5PY,1.4,36,7,F.10.UG,F.10.UG,1.2314092,filler,filler,filler,filler
A1J98D0GPAKZN4,1.4,36,2,F.10.UG,F.10.UG,-0.728197721,filler,filler,filler,filler
A1K9WP8Q74E9G2,1.1,20,7,F.10.UG,F.10.UG,1.205642486,filler,filler,filler,filler
A1M852SY36DON7,1.3,27,1,F.10.UG,F.10.UG,-1.261022896,filler,filler,filler,filler
A1MDT1W0O9A4H1,1.3,27,1,F.10.UG,F.10.UG,-0.886240278,filler,filler,filler,filler
A1NK6UXWXKFMC7,1.1,20,2,F.10.UG,F.10.UG,-1.170580383,filler,filler,filler,filler
A1QKX5CZJQONP,1.4,36,2,F.10.UG,F.10.UG,-1.007313498,filler,filler,filler,filler
A1SQMNG9DFY7FH,1.3,27,7,F.10.UG,F.10.UG,1.67990464,filler,filler,filler,filler
A1THS7D4TNY4CR,1.3,27,1,F.10.UG,F.10.UG,-1.041401869,filler,filler,filler,filler
A1VSHM4NLZ705D,1.4,36,1,F.10.UG,F.10.UG,-0.962245252,filler,filler,filler,filler
A1WP410YX2JBKI,1.2,26,5,F.10.UG,F.10.UG,0.060332618,filler,filler,filler,filler
A233ONYNWKDIYF,1.4,36,1,F.10.UG,F.10.UG,-1.197977096,filler,filler,filler,filler
A263S59PIYRBDO,1.3,27,7,F.10.UG,F.10.UG,1.639865143,filler,filler,filler,filler
A28JXW5YZJDNK4,1.2,26,1,F.10.UG,F.10.UG,-1.276705434,filler,filler,filler,filler
A2GI2J0X6XKOPT,1.1,20,1,F.10.UG,F.10.UG,-0.925071218,filler,filler,filler,filler
A2J7PEUIO2WVUN,1.2,26,1,F.10.UG,F.10.UG,-1.291570771,filler,filler,filler,filler
A2M5VW97GIYLHB,1.2,26,2,F.10.UG,F.10.UG,-1.076196333,filler,filler,filler,filler
A2NRW37D7QPLRE,1.4,36,1,F.10.UG,F.10.UG,-1.290999425,filler,filler,filler,filler
A2OZYT2ECPT2XU,1.2,26,3,F.10.UG,F.10.UG,-0.314807233,filler,filler,filler,filler
A2PCVB3ZVRHUNW,1.4,36,1,F.10.UG,F.10.UG,-1.335063715,filler,filler,filler,filler
A2PQHWG79HDCX6,1.4,36,1,F.10.UG,F.10.UG,-1.197358575,filler,filler,filler,filler
A2RDTTBASNV2XF,1.1,20,1,F.10.UG,F.10.UG,-0.812309977,filler,filler,filler,filler
A2UZQ035V9POIA,1.1,20,7,F.10.UG,F.10.UG,1.134570052,filler,filler,filler,filler
A2WVRLFUYWHGKA,1.2,26,3,F.10.UG,F.10.UG,-0.722332448,filler,filler,filler,filler
A2Y831RL41QACN,1.1,20,1,F.10.UG,F.10.UG,-1.832513998,filler,filler,filler,filler
A3209D1227UCYP,1.2,26,1,F.10.UG,F.10.UG,-1.249371769,filler,filler,filler,filler
A32FEQZPN9GQ2L,1.2,26,2,F.10.UG,F.10.UG,-1.240265184,filler,filler,filler,filler
A344PJ1S7Q9O4C,1.1,20,4,F.10.UG,F.10.UG,-0.271757199,filler,filler,filler,filler
